,m,P,r,l,T,ρ,ε,κ,∇_ad,∇,nature
267,7.064634380623661e+32,5.740788981996296e+16,14743323627.256783,6.689714684762501e+33,11085832.550183706,38.30228533232669,2.7140410473004333,2.0193335315299317,0.4,0.2866649368188894,radiative
268,7.091110416155358e+32,5.7198068900134e+16,14768617582.113682,6.696877322331102e+33,11074210.453048632,38.20235764018532,2.694398503930284,2.0216834971028836,0.4,0.28638602769076504,radiative
269,7.117586451687054e+32,5.698895213237867e+16,14793889290.025036,6.703990707651317e+33,11062610.470500302,38.102614385257915,2.6748990539811044,2.024030862995172,0.4,0.2861068529545175,radiative
270,7.14406248721875e+32,5.678053588574199e+16,14819139040.42401,6.711055108960564e+33,11051032.402989686,38.003055005994355,2.6555414472629972,2.026375661084312,0.4,0.28582741825913643,radiative
271,7.170538522750447e+32,5.657281654852539e+16,14844367121.96109,6.718070793638582e+33,11039476.052091703,37.903678938097045,2.636324447078463,2.0287179232078216,0.4,0.2855477292872371,radiative
272,7.19701455828214e+32,5.636579052828662e+16,14869573822.504105,6.725038028207431e+33,11027941.220505226,37.80448561460173,2.6172468300623675,2.0310576811589978,0.4,0.28526779175119454,radiative
273,7.223490593813837e+32,5.615945425183978e+16,14894759429.138214,6.731957078331496e+33,11016427.712053083,37.70547446595863,2.598307386024054,2.0333949666826854,0.4,0.28498761138936285,radiative
274,7.249966629345534e+32,5.595380416525538e+16,14919924228.165901,6.738828208817479e+33,11004935.33168206,37.60664492011354,2.5795049177917537,2.0357298114710596,0.4,0.2847071939623837,radiative
275,7.27644266487723e+32,5.574883673386026e+16,14945068505.106989,6.745651683614404e+33,10993463.885462895,37.5079964025891,2.560838241059076,2.0380622471594374,0.4,0.28442654524958116,radiative
276,7.302918700408927e+32,5.554454844223767e+16,14970192544.698624,6.752427765813617e+33,10982013.18059028,37.40952833656618,2.5423061842336248,2.040392305322107,0.4,0.28414567104544214,radiative
277,7.329394735940623e+32,5.5340935794227176e+16,14995296630.895292,6.759156717648787e+33,10970583.025382865,37.31124014296517,2.5239075882877504,2.042720017468137,0.4,0.2838645771561711,radiative
278,7.35587077147232e+32,5.513799531292475e+16,15020381046.868809,6.765838800495898e+33,10959173.229283255,37.21313124052763,2.505641306611223,2.0450454150372552,0.4,0.2835832693963375,radiative
279,7.382346807004016e+32,5.49357235406827e+16,15045446075.008318,6.772474274873264e+33,10947783.602858001,37.11520104589787,2.487506204866066,2.04736852939571,0.4,0.2833017535855949,radiative
280,7.408822842535713e+32,5.473411703910971e+16,15070491996.920301,6.779063400441511e+33,10936413.95779762,37.017448973704596,2.469501160843188,2.049689391832138,0.4,0.28302003554547667,radiative
281,7.435298878067409e+32,5.453317238907084e+16,15095519093.428564,6.785606436003593e+33,10925064.10691658,36.91987443664274,2.4516250643210564,2.052008033553479,0.4,0.2827381210962737,radiative
282,7.461774913599106e+32,5.433288619068749e+16,15120527644.57425,6.792103639504782e+33,10913733.864153301,36.82247684555531,2.4338768169262255,2.0543244856808998,0.4,0.2824560160539861,radiative
283,7.488250949130802e+32,5.413325506333745e+16,15145517929.61583,6.798555268032673e+33,10902423.04457016,36.72525560951534,2.416255331995722,2.0566387792457044,0.4,0.28217372622734194,radiative
284,7.514726984662499e+32,5.393427564565486e+16,15170490227.029114,6.80496157781718e+33,10891131.464353487,36.628210135907885,2.3987595344412598,2.058950945185314,0.4,0.28189125741489857,radiative
285,7.541203020194195e+32,5.373594459553024e+16,15195444814.507229,6.81132282423054e+33,10879858.940813567,36.53133983051219,2.381388360615234,2.0612610143392187,0.4,0.2816086154022074,radiative
286,7.567679055725892e+32,5.3538258590110456e+16,15220381968.96065,6.81763926178731e+33,10868605.292384645,36.4346440975838,2.3641407581785265,2.063569017444974,0.4,0.28132580595905105,radiative
287,7.594155091257588e+32,5.334121432579875e+16,15245301966.517174,6.823911144144371e+33,10857370.338624915,36.3381223399369,2.3470156859699802,2.065874985134196,0.4,0.28104283483674847,radiative
288,7.620631126789285e+32,5.314480851825475e+16,15270205082.52193,6.83013872410092e+33,10846153.900216525,36.24177395902661,2.330012113877616,2.0681789479286063,0.4,0.28075970776553105,radiative
289,7.647107162320981e+32,5.29490379023944e+16,15295091591.537388,6.836322253598479e+33,10834955.798965583,36.14559835503135,2.313129022711495,2.070480936236049,0.4,0.2804764304519764,radiative
290,7.673583197852678e+32,5.275389923239006e+16,15319961767.343334,6.842461983720889e+33,10823775.857802147,36.04959492693544,2.2963654040782564,2.072780980346575,0.4,0.28019300857651774,radiative
291,7.700059233384374e+32,5.2559389281670424e+16,15344815882.936901,6.848558164694317e+33,10812613.90078023,35.95376307261156,2.279720260257242,2.07507911042852,0.4,0.2799094477910103,radiative
292,7.72653526891607e+32,5.236550484292057e+16,15369654210.53254,6.854611045887245e+33,10801469.753077805,35.85810218890342,2.2631926040782,2.0773753565245925,0.4,0.2796257537163602,radiative
293,7.753011304447767e+32,5.21722427280819e+16,15394477021.562046,6.860620875810479e+33,10790343.240996793,35.762611671708456,2.246781458800597,2.079669748548005,0.4,0.27934193194021983,radiative
294,7.779487339979461e+32,5.197959976835228e+16,15419284586.674534,6.866587902117145e+33,10779234.191963077,35.66729091606063,2.230485857994408,2.081962316278631,0.4,0.2790579880147423,radiative
295,7.805963375511157e+32,5.178757281418581e+16,15444077175.736464,6.872512371602694e+33,10768142.434526484,35.5721393162132,2.2143048454224434,2.0842530893591356,0.4,0.27877392745439095,radiative
296,7.832439411042854e+32,5.159615873529304e+16,15468855057.831617,6.878394530204894e+33,10757067.798360806,35.47715626572175,2.19823747492417,2.0865420972911863,0.4,0.2784897557338151,radiative
297,7.85891544657455e+32,5.140535442064086e+16,15493618501.261108,6.884234623003835e+33,10746010.114263786,35.38234115752703,2.1822828103009564,2.0888293694316413,0.4,0.2782054782857776,radiative
298,7.885391482106247e+32,5.121515677845256e+16,15518367773.543385,6.890032894221928e+33,10734969.214157121,35.28769338403814,2.1664399252027904,2.09111493498878,0.4,0.27792110049914204,radiative
299,7.911867517637943e+32,5.102556273620774e+16,15543103141.41423,6.895789587223908e+33,10723944.931086464,35.19321233721555,2.150707903016375,2.0933988230185565,0.4,0.27763662771691644,radiative
300,7.93834355316964e+32,5.08365692406424e+16,15567824870.82675,6.901504944516829e+33,10712937.099221421,35.09889740865432,2.135085836754623,2.095681062420865,0.4,0.27735206523434974,radiative
301,7.964819588701336e+32,5.064817325774889e+16,15592533226.95139,6.907179207750063e+33,10701945.553855553,35.0047479896674,2.1195728289475495,2.0979616819358253,0.4,0.27706741829708365,radiative
302,7.991295624233033e+32,5.046037177277595e+16,15617228474.175922,6.91281261771531e+33,10690970.131406382,34.91076347136888,2.1041679915344607,2.1002407101401017,0.4,0.2767826920993566,radiative
303,8.017771659764729e+32,5.027316179022866e+16,15641910876.105453,6.918405414346587e+33,10680010.669415373,34.8169432447574,2.0888704457574705,2.102518175443253,0.4,0.2764978917822646,radiative
304,8.044247695296426e+32,5.008654033386846e+16,15666580695.562424,6.923957836720232e+33,10669067.006547956,34.72328670079966,2.0736793220563503,2.104794106084075,0.4,0.2762130224320672,radiative
305,8.070723730828122e+32,4.990050444671319e+16,15691238194.586597,6.929470123054904e+33,10658138.98259351,34.62979323051386,2.0585937599646518,2.107068530126995,0.4,0.27592808907854866,radiative
306,8.097199766359819e+32,4.971505119103702e+16,15715883634.435081,6.934942510711587e+33,10647226.438465372,34.53646222505338,2.0436129080070393,2.109341475458481,0.4,0.27564309669342824,radiative
307,8.123675801891515e+32,4.953017764837051e+16,15740517275.582302,6.940375236193581e+33,10636329.21620083,34.44329307579038,2.0287359235979396,2.11161296978347,0.4,0.27535805018881904,radiative
308,8.150151837423212e+32,4.934588091950058e+16,15765139377.720028,6.945768535146509e+33,10625447.158961132,34.35028517439955,2.0139619729413516,2.113883040621831,0.4,0.2750729544157366,radiative
309,8.176627872954908e+32,4.91621581244705e+16,15789750199.757353,6.951122642358318e+33,10614580.111031478,34.25743791294192,1.9992902309319005,2.1161517153048446,0.4,0.27478781416265463,radiative
310,8.203103908486605e+32,4.89790064025799e+16,15814349999.820705,6.956437791759274e+33,10603727.91782102,34.16475068394871,1.9847198810570255,2.1184190209717206,0.4,0.274502634154109,radiative
311,8.229579944018301e+32,4.879642291238482e+16,15838939035.253841,6.961714216421961e+33,10592890.42586287,34.0722228805053,1.970250115300394,2.120684984566111,0.4,0.27421741904934455,radiative
312,8.256055979549998e+32,4.861440483169762e+16,15863517562.617855,6.96695214856129e+33,10582067.482814088,33.97985389633521,1.9558801340464138,2.1229496328326998,0.4,0.2739321734410148,radiative
313,8.282532015081694e+32,4.843294935758706e+16,15888085837.69117,6.972151819534491e+33,10571258.937455699,33.88764312588419,1.9416091459858942,2.125212992313762,0.4,0.27364690185391805,radiative
314,8.30900805061339e+32,4.825205370637822e+16,15912644115.469536,6.977313459841111e+33,10560464.63969267,33.795589964404364,1.9274363680228208,2.127475089345799,0.4,0.2733616087437865,radiative
315,8.335484086145087e+32,4.80717151136526e+16,15937192650.166042,6.982437299123026e+33,10549684.440553933,33.70369380803849,1.9133610251822337,2.129735950056174,0.4,0.2730762984961132,radiative
316,8.361960121676784e+32,4.789193083424802e+16,15961731695.211102,6.987523566164426e+33,10538918.192192372,33.611954053904185,1.8993823505191516,2.1319956003597715,0.4,0.27279097542502456,radiative
317,8.388436157208477e+32,4.771269814225872e+16,15986261503.252466,6.992572488891825e+33,10528165.747884823,33.52037010017845,1.8854995850285992,2.1342540659557088,0.4,0.2725056437721967,radiative
318,8.414912192740174e+32,4.753401433103521e+16,16010782326.15522,6.997584294374061e+33,10517426.96203208,33.42894134618186,1.8717119775566662,2.1365113723240574,0.4,0.272220307705812,radiative
319,8.44138822827187e+32,4.735587671318446e+16,16035294415.001768,7.002559208822289e+33,10506701.690158887,33.33766719246337,1.8580187847125913,2.1387675447225996,0.4,0.27193497131955974,radiative
320,8.467864263803567e+32,4.717828262056976e+16,16059798020.091862,7.007497457589988e+33,10495989.788913947,33.24654704088475,1.8444192707818718,2.1410226081836097,0.4,0.27164963863167413,radiative
321,8.494340299335263e+32,4.700122940431078e+16,16084293390.942574,7.012399265172955e+33,10485291.11606992,33.15558029470528,1.8309127076403693,2.1432765875106736,0.4,0.27136431358401647,radiative
322,8.52081633486696e+32,4.682471443478355e+16,16108780776.288307,7.01726485520931e+33,10474605.530523414,33.06476635866658,1.8174983746694025,2.1455295072755423,0.4,0.2710790000411977,radiative
323,8.547292370398656e+32,4.664873510162047e+16,16133260424.080807,7.022094450479496e+33,10463932.892294997,32.97410463907738,1.8041755586718307,2.1477813918149833,0.4,0.2707937017897349,radiative
324,8.573768405930353e+32,4.64732888137103e+16,16157732581.48914,7.026888272906274e+33,10453273.06252919,32.88359454389849,1.7909435537890672,2.1500322652277264,0.4,0.2705084225372562,radiative
325,8.60024444146205e+32,4.629837299919817e+16,16182197494.899712,7.031646543554729e+33,10442625.903494468,32.79323548282775,1.7778016614190548,2.152282151371367,0.4,0.27022316591173406,radiative
326,8.626720476993746e+32,4.612398510548555e+16,16206655409.916252,7.036369482632264e+33,10431991.278583262,32.7030268673852,1.7647491901351589,2.154531073859369,0.4,0.26993793546076617,radiative
327,8.653196512525442e+32,4.595012259923033e+16,16231106571.359829,7.041057309488606e+33,10421369.052311957,32.61296811099821,1.7517854556060257,2.1567790560580584,0.4,0.26965273465088835,radiative
328,8.679672548057139e+32,4.577678296634671e+16,16255551223.268837,7.045710242615803e+33,10410759.090320893,32.52305862908677,1.7389097805162586,2.159026121083662,0.4,0.2693675668669255,radiative
329,8.706148583588835e+32,4.560396371200529e+16,16279989608.899012,7.050328499648222e+33,10400161.259374365,32.4332978391488,1.7261214944880823,2.161272291799386,0.4,0.26908243541138144,radiative
330,8.732624619120532e+32,4.5431662360633016e+16,16304421970.723406,7.054912297362552e+33,10389575.42736062,32.34368516084568,1.7134199340038136,2.163517590812522,0.4,0.2687973435038646,radiative
331,8.759100654652228e+32,4.525987645591322e+16,16328848550.432415,7.059461851677807e+33,10379001.463291867,32.25422001608773,1.7008044423292503,2.165762040471599,0.4,0.2685122942805488,radiative
332,8.785576690183925e+32,4.508860356078557e+16,16353269588.933764,7.063977377655315e+33,10368439.23730426,32.164901829119856,1.6882743694378612,2.1680056628635507,0.4,0.26822729079367086,radiative
333,8.812052725715621e+32,4.491784125744613e+16,16377685326.352505,7.068459089498731e+33,10357888.620657915,32.07573002660728,1.675829071935898,2.170248479810953,0.4,0.2679423360110646,radiative
334,8.838528761247318e+32,4.47475871473473e+16,16402096002.031027,7.072907200554028e+33,10347349.485736903,31.98670403772143,1.6634679129882517,2.1724905128692593,0.4,0.2676574328157272,radiative
335,8.865004796779014e+32,4.457783885119788e+16,16426501854.529049,7.077321923309504e+33,10336821.706049241,31.897823294225827,1.651190262245192,2.1747317833241127,0.4,0.2673725840054253,radiative
336,8.891480832310711e+32,4.440859400896301e+16,16450903121.623621,7.081703469395774e+33,10326305.156226913,31.80908723056209,1.6389954957698902,2.1769723121886493,0.4,0.267087792292327,radiative
337,8.917956867842407e+32,4.4239850279864184e+16,16475300040.309124,7.086052049585775e+33,10315799.712025847,31.72049528393613,1.6268829959667543,2.179212120200905,0.4,0.26680306030267953,radiative
338,8.944432903374104e+32,4.4071605342379304e+16,16499692846.797274,7.090367873794767e+33,10305305.250325933,31.632046894404414,1.614852151510524,2.1814512278211975,0.4,0.2665183905765106,radiative
339,8.970908938905797e+32,4.390385689424262e+16,16524081776.517113,7.09465115108033e+33,10294821.649131015,31.54374150496026,1.6029023572761845,2.1836896552296015,0.4,0.26623378556737043,radiative
340,8.997384974437494e+32,4.3736602652444696e+16,16548467064.11502,7.098902089642366e+33,10284348.787568884,31.45557856162034,1.5910330142695945,2.185927422323419,0.4,0.2659492476421018,radiative
341,9.02386100996919e+32,4.356984035323254e+16,16572848943.454706,7.103120896823096e+33,10273886.545891296,31.36755751351128,1.5792435295589327,2.1881645487147336,0.4,0.2656647790806477,radiative
342,9.050337045500887e+32,4.340356775210947e+16,16597227647.617208,7.107307779107065e+33,10263434.805473955,31.279677812956326,1.5675333162068337,2.1904010537279843,0.4,0.2653803820758892,radiative
343,9.076813081032583e+32,4.323778262383522e+16,16621603408.9009,7.111462942121137e+33,10252993.448816525,31.1919389155622,1.5559017932032921,2.1926369563975854,0.4,0.2650960587335167,radiative
344,9.10328911656428e+32,4.307248276242582e+16,16645976458.821482,7.115586590634499e+33,10242562.35954262,31.104340280305998,1.5443483853992848,2.194872275465592,0.4,0.2648118110719331,radiative
345,9.129765152095976e+32,4.290766598115374e+16,16670347028.111994,7.119678928558659e+33,10232141.42239981,31.016881369622276,1.5328725234411082,2.1971070293794317,0.4,0.2645276410221919,radiative
346,9.156241187627673e+32,4.274333011254776e+16,16694715346.7228,7.123740158947443e+33,10221730.523259621,30.929561649490214,1.5214736437054306,2.199341236289638,0.4,0.2642435504279617,radiative
347,9.18271722315937e+32,4.257947300839306e+16,16719081643.821598,7.127770483997002e+33,10211329.549117533,30.842380589520975,1.5101511882350271,2.2015749140476784,0.4,0.2639595410455291,radiative
348,9.209193258691066e+32,4.2416092539731144e+16,16743446147.79342,7.131770105045806e+33,10200938.388092982,30.755337663045097,1.498904604675223,2.203808080203806,0.4,0.26367561454382943,radiative
349,9.235669294222762e+32,4.225318659685994e+16,16767809086.240627,7.135739222574649e+33,10190556.929429354,30.668432347200127,1.4877333462110083,2.2060407520049528,0.4,0.2633917725045079,radiative
350,9.262145329754459e+32,4.20907530893337e+16,16792170685.982914,7.139678036206642e+33,10180185.063493999,30.58166412301828,1.4766368715048281,2.2082729463927047,0.4,0.2631080164220168,radiative
351,9.288621365286155e+32,4.192878994596302e+16,16816531173.057304,7.143586744707221e+33,10169822.68177821,30.49503247551434,1.465614644635025,2.2105046800012924,0.4,0.26282434770373975,radiative
352,9.315097400817852e+32,4.176729511481494e+16,16840890772.718155,7.147465545984141e+33,10159469.676897245,30.408536893773626,1.4546661350349406,2.2127359691556525,0.4,0.26254076767014745,radiative
353,9.341573436349548e+32,4.160626656321281e+16,16865249709.437153,7.151314637087477e+33,10149125.942590311,30.32217687104016,1.4437908174326948,2.214966829869556,0.4,0.2622572775549886,radiative
354,9.368049471881245e+32,4.144570227773633e+16,16889608206.903322,7.155134214209629e+33,10138791.37372057,30.23595190480493,1.4329881717915398,2.21719727784375,0.4,0.26197387850550524,radiative
355,9.394525507412941e+32,4.128560026422159e+16,16913966488.02301,7.158924472685316e+33,10128465.866275143,30.149861496894328,1.4222576832509053,2.2194273284642003,0.4,0.26169057158268405,radiative
356,9.421001542944638e+32,4.1125958547761064e+16,16938324774.919905,7.162685606991577e+33,10118149.317365099,30.06390515355877,1.4115988420680274,2.2216569968003563,0.4,0.26140735776153634,radiative
357,9.447477578476334e+32,4.096677517270355e+16,16962683288.935017,7.166417810747775e+33,10107841.62522547,29.9780823855614,1.401011143560221,2.2238862976034963,0.4,0.2611242379314082,radiative
358,9.473953614008031e+32,4.080804820265425e+16,16987042250.626698,7.170121276715591e+33,10097542.689215234,29.892392708267042,1.3904940880477354,2.226115245305119,0.4,0.26084121289632317,radiative
359,9.500429649539727e+32,4.064977572047472e+16,17011401879.770618,7.17379619679903e+33,10087252.409817329,29.806835641731247,1.3800471807972212,2.228343854015403,0.4,0.2605582833753538,radiative
360,9.526905685071424e+32,4.049195582828285e+16,17035762395.359798,7.177442762044416e+33,10076970.688638648,29.72141071078949,1.3696699319657875,2.2305721375217202,0.4,0.2602754500030236,radiative
361,9.553381720603117e+32,4.033458664745295e+16,17060124015.604568,7.181061162640395e+33,10066697.428410038,29.636117445146635,1.359361856545643,2.23280010928721,0.4,0.2599927133297404,radiative
362,9.579857756134814e+32,4.017766631861565e+16,17084486957.932611,7.184651587917936e+33,10056432.532986298,29.550955379466465,1.3491224743093209,2.235027782449437,0.4,0.2597100738222607,radiative
363,9.60633379166651e+32,4.002119300165795e+16,17108851438.98893,7.188214226350327e+33,10046175.907346185,29.465924053461443,1.3389513097554675,2.237255169819085,0.4,0.25942753186418227,radiative
364,9.632809827198207e+32,3.986516487572324e+16,17133217674.635857,7.191749265553177e+33,10035927.45759241,29.381023011982634,1.3288478920552005,2.2394822838787514,0.4,0.25914508775647077,radiative
365,9.659285862729903e+32,3.970958013921126e+16,17157585879.953064,7.195256892284417e+33,10025687.090951636,29.296251805109822,1.3188117549990217,2.241709136781764,0.4,0.25886274171801116,radiative
366,9.6857618982616e+32,3.955443700977813e+16,17181956269.23755,7.1987372924443e+33,10015454.715774488,29.211609988241776,1.3088424369442813,2.24393574035111,0.4,0.25858049388619575,radiative
367,9.712237933793296e+32,3.939973372433631e+16,17206329056.003647,7.202190651075397e+33,10005230.241535537,29.12709712218674,1.2989394807631842,2.246162106078432,0.4,0.25829834431754106,radiative
368,9.738713969324993e+32,3.924546853905464e+16,17230704452.983017,7.205617152362606e+33,9995013.578833312,29.042712773253115,1.2891024337913444,2.2488580379826657,0.4,0.25807020459028573,radiative
369,9.76519000485669e+32,3.909163972935834e+16,17255082672.124657,7.209016979633139e+33,9984804.639390301,28.95845651334029,1.2793308477768555,2.2520481230992355,0.4,0.2578985524781344,radiative
370,9.791666040388386e+32,3.893824558992895e+16,17279463924.594894,7.212390315356535e+33,9974603.336052941,28.87432792002972,1.2696242788298964,2.2552404233055388,0.4,0.25772681575166123,radiative
371,9.818142075920082e+32,3.878528443470443e+16,17303848420.77738,7.215737341144652e+33,9964409.582791626,28.790326576676193,1.2599822873728632,2.258434963253772,0.4,0.2575549955905589,radiative
372,9.844618111451779e+32,3.863275459687907e+16,17328236370.273113,7.219058237751667e+33,9954223.294700705,28.706452072499275,1.2504044380909918,2.2616317672777018,0.4,0.2573830930842245,radiative
373,9.871094146983475e+32,3.8480654428903544e+16,17352627981.90041,7.222353185074083e+33,9944044.387998478,28.622704002674997,1.2408902998835132,2.264830859391362,0.4,0.25721110923245893,radiative
374,9.897570182515172e+32,3.832898230248487e+16,17377023463.694923,7.225622362150721e+33,9933872.780027209,28.539081968427723,1.2314394458153004,2.268032263287808,0.4,0.25703904494619423,radiative
375,9.924046218046868e+32,3.817773660858645e+16,17401423022.90964,7.228865947162721e+33,9923708.389253108,28.455585577122257,1.2220514530690036,2.271236002337972,0.4,0.2568669010482585,radiative
376,9.950522253578565e+32,3.8026915757428056e+16,17425826866.014877,7.23208411743355e+33,9913551.135266341,28.372214442356178,1.212725902897678,2.274442099589597,0.4,0.2566946782741712,radiative
377,9.976998289110261e+32,3.78765181784858e+16,17450235198.69828,7.235277049428993e+33,9903400.938781034,28.288968184052322,1.2034623805779252,2.2776505777662326,0.4,0.2565223772729687,radiative
378,1.0003474324641958e+33,3.7726542320492184e+16,17474648225.86483,7.238444918757156e+33,9893257.72163526,28.205846428551613,1.1942604753634583,2.2808614592662777,0.4,0.25634999860806096,radiative
379,1.0029950360173654e+33,3.757698665143606e+16,17499066151.636837,7.241587900168464e+33,9883121.406791054,28.12284880870598,1.1851197804391933,2.284074766162192,0.4,0.25617754275812693,radiative
380,1.0056426395705351e+33,3.742784965856266e+16,17523489179.353947,7.244706167555669e+33,9872991.9183344,28.03997496397166,1.1760398928757925,2.2872905201997034,0.4,0.25600501011803717,radiative
381,1.0082902431237047e+33,3.727912984837356e+16,17547917511.573128,7.247799893953838e+33,9862869.18147524,27.95722454050258,1.1670204135846496,2.290508742797131,0.4,0.25583240099981003,radiative
382,1.0109378466768744e+33,3.713082574662674e+16,17572351350.0687,7.250869251540364e+33,9852753.122547472,27.874597191244114,1.1580609472733696,2.293729455044799,0.4,0.25565971563360335,radiative
383,1.0135854502300437e+33,3.69829358983365e+16,17596790895.832283,7.253914411634957e+33,9842643.669008948,27.792092576026963,1.1491611024016732,2.2969526777045557,0.4,0.25548695416873995,radiative
384,1.0162330537832134e+33,3.683545886777351e+16,17621236349.07286,7.256935544699653e+33,9832540.749441467,27.70971036166142,1.1403204911377698,2.300178431209315,0.4,0.25531411667476284,radiative
385,1.018880657336383e+33,3.668839323846484e+16,17645687909.21673,7.259932820338805e+33,9822444.293550793,27.627450222031722,1.1315387293151618,2.303406735662782,0.4,0.2551412031425302,radiative
386,1.0215282608895527e+33,3.654173761319391e+16,17670145774.90752,7.262906407299089e+33,9812354.232166642,27.545311838190823,1.1228154363898932,2.3066376108391773,0.4,0.25496821348533827,radiative
387,1.0241758644427223e+33,3.639549061400049e+16,17694610144.006203,7.265856473469502e+33,9802270.497242684,27.463294898455263,1.1141502353982353,2.3098710761831387,0.4,0.2547951475400856,radiative
388,1.026823467995892e+33,3.624965088218073e+16,17719081213.591064,7.268783185881362e+33,9792193.02185654,27.38139909850044,1.1055427529147963,2.3131071508096666,0.4,0.25462200506846766,radiative
389,1.0294710715490616e+33,3.6104217078287144e+16,17743559179.957745,7.271686710708307e+33,9782121.740209794,27.29962414145605,1.0969926190110628,2.3163458535042056,0.4,0.25444878575821017,radiative
390,1.0321186751022313e+33,3.5959187882128604e+16,17768044238.619194,7.274567213266301e+33,9772056.587627975,27.217969738001834,1.088499467214351,2.319587202722771,0.4,0.25427548922433163,radiative
391,1.034766278655401e+33,3.581456199277036e+16,17792536584.30571,7.277424858013622e+33,9761997.500560576,27.13643560646359,1.0800629344671913,2.3228312165922596,0.4,0.25410211501045116,radiative
392,1.0374138822085706e+33,3.567033812853402e+16,17817036410.964912,7.280259808550874e+33,9751944.416581038,27.055021472909484,1.071682661087111,2.326077912910793,0.4,0.253928662590125,radiative
393,1.0400614857617402e+33,3.552651502699755e+16,17841543911.761753,7.28307222762098e+33,9741897.27438676,26.973727071246575,1.0633582907268337,2.3293273091482227,0.4,0.2537551313682242,radiative
394,1.0427090893149099e+33,3.53830914449953e+16,17866059279.07852,7.285862277109187e+33,9731856.013799096,26.8925521433177,1.055089470334871,2.3325794224467096,0.4,0.2535815206823465,radiative
395,1.0453566928680795e+33,3.524006615861797e+16,17890582704.514835,7.288630118043062e+33,9721820.57576335,26.811496438998617,1.046875850116537,2.3358342696214316,0.4,0.25340782980426774,radiative
396,1.0480042964212492e+33,3.5097437963212616e+16,17915114378.88764,7.291375910592489e+33,9711790.902348788,26.730559716295378,1.0387170834953339,2.3390918671614025,0.4,0.25323405794142867,radiative
397,1.0506518999744188e+33,3.4955205673382696e+16,17939654492.231224,7.29409981406968e+33,9701766.936748626,26.64974174144213,1.0306128270747343,2.3423522312304383,0.4,0.2530602042384654,radiative
398,1.0532995035275885e+33,3.481336812298799e+16,17964203233.797195,7.296801986929163e+33,9691748.623280037,26.569042288999054,1.0225627406003674,2.3456153776681616,0.4,0.25288626777876816,radiative
399,1.0559471070807581e+33,3.467192416514468e+16,17988760792.0545,7.29948258676779e+33,9681735.907384146,26.488461141950747,1.0145664869225788,2.3488813219912608,0.4,0.2527122475860946,radiative
400,1.0585947106339278e+33,3.4530872672225296e+16,18013327354.689415,7.302141770324734e+33,9671728.735626034,26.40799809180481,1.006623731959355,2.352150079394739,0.4,0.2525381426262066,radiative
401,1.0612423141870974e+33,3.439021253585872e+16,18037903108.60554,7.304779693481485e+33,9661727.055694738,26.32765293869077,0.998734144659659,2.355421664753369,0.4,0.2523639518085557,radiative
402,1.0638899177402671e+33,3.4249942666930228e+16,18062488239.923824,7.307396511261863e+33,9651730.816403251,26.24742549145934,0.9908973969671103,2.358696092623294,0.4,0.2521896739880118,radiative
403,1.0665375212934367e+33,3.411006199558145e+16,18087082933.982536,7.309992377831999e+33,9641739.967688516,26.16731556778201,0.9831131637840383,2.36197337724368,0.4,0.2520153079666224,radiative
404,1.0691851248466064e+33,3.397056947121036e+16,18111687375.337276,7.312567446500353e+33,9631754.460611433,26.087322994250837,0.975381122935914,2.3652535325386057,0.4,0.25184085249542426,radiative
405,1.071832728399776e+33,3.3831464062471336e+16,18136301747.76098,7.315121869717701e+33,9621774.247356858,26.007447606478735,0.9677009551361385,2.3685365721190137,0.4,0.25166630627628966,radiative
406,1.0744803319529454e+33,3.3692744757275104e+16,18160926234.243908,7.317655799077143e+33,9611799.281233603,25.92768924919993,0.9600723439511843,2.3718225092848475,0.4,0.25149166796381767,radiative
407,1.077127935506115e+33,3.355441056278873e+16,18185561016.993668,7.320169385314101e+33,9601829.51667443,25.84804777637084,0.9524949757660985,2.375111357027326,0.4,0.2513169361672694,radiative
408,1.0797755390592847e+33,3.3416460505435684e+16,18210206277.435184,7.322662778306315e+33,9591864.909236057,25.76852305127129,0.9449685397503503,2.3784031280313673,0.4,0.2511421094525452,radiative
409,1.0824231426124544e+33,3.3278893630895784e+16,18234862196.21072,7.325136127073849e+33,9581905.41559916,25.689114946605958,0.9374927278240467,2.3816978346781466,0.4,0.25096718634420434,radiative
410,1.085070746165624e+33,3.314170900410521e+16,18259528953.179863,7.327589579779086e+33,9571950.993568368,25.60982334460631,0.9300672346244653,2.3849954890478315,0.4,0.2507921653275314,radiative
411,1.0877183497187937e+33,3.3004905709256524e+16,18284206727.41954,7.330023283726732e+33,9562001.602072265,25.53064813713276,0.9226917574729575,2.388296102922497,0.4,0.2506170448506506,radiative
412,1.0903659532719633e+33,3.286848284979863e+16,18308895697.224007,7.332437385363814e+33,9552057.201163387,25.45158922577724,0.9153659963421726,2.3915996877891343,0.4,0.2504418233266773,radiative
413,1.093013556825133e+33,3.2732439548436816e+16,18333596040.10485,7.334832030279678e+33,9542117.75201823,25.372646521966068,0.9080896538236283,2.3949062548429096,0.4,0.25026649913592436,radiative
414,1.0956611603783026e+33,3.259677494713273e+16,18358307932.790993,7.337207363205993e+33,9532183.216937238,25.293819947063252,0.9008624350956043,2.3982158149905284,0.4,0.2500910706281511,radiative
415,1.0983087639314723e+33,3.2461488207104376e+16,18383031551.228683,7.339563528016751e+33,9522253.559344819,25.215109432474026,0.8936840478913816,2.401528378853792,0.4,0.2499155361248577,radiative
